Mean RSSI,RSSI Std. Dev.,RSSI RoC,RSSI Skewness,RSSI Kurtosis
1.250617276462507,2.136959486653254,-0.9622741788085794,-3.7526616989086814,2.41374026698626
-11.548851789349397,0.2675738309363709,-19.28365331564071,-37.48671815807756,16.070459230842804
7.129557995173887,2.429735778648069,-1.927957523540611,-3.1513820951981457,7.457556741838836
-3.2776327740832265,-14.555066195169701,5.602673032435786,-15.735040223857492,7.129467340417716
-4.937598293370378,0.2206690915517564,5.763504998193965,4.572972127030211,-4.890193814752727
5.43968156119558,2.340196591245496,-2.1261217919093034,-2.897479463695005,-3.7848793269848366
3.6795460017196078,-0.5021701303556121,4.7101932234526425,1.1139962701594608,4.939468900232486
4.140136059923989,2.754701626829816,-19.837931649695896,-1.685182165114405,-9.299351240124057
-24.744245779825253,2.535853824897071,4.1115103795141605,5.554066151681845,-11.634658575357737
-13.594882634137331,3.4440528550540015,-13.515927192758253,0.4640705120411006,-7.490702379431587
-8.840766413680043,-6.419414016816322,-5.146850129895746,-6.428137154129177,5.316593445699425
6.322355821316931,-1.1558740443406479,2.2816649022315922,4.17158190782369,-9.220926519199372
0.7500583909182588,-27.090625657187964,5.9059101259732065,-0.35004024935228983,-2.2752857926762546
4.66559847196639,0.9495422824073386,-0.2058232975545244,2.4141106813293263,-0.11727884517661469
6.573286719022945,-1.0585257016632657,3.028876658206291,2.2260468178913233,-4.746710874754969
4.609738696439848,-4.330446633437517,-5.358065271820959,1.8103416348312287,-12.183030000505852
4.637783597594162,0.3007310705747184,2.227714120293686,2.43368914449077,-2.388419929496583
6.168119349844714,2.0691346789637572,-9.96968306558775,4.996649106412563,-7.567502089199112
-7.742003005955033,-13.477323613773342,0.9270944142181357,-7.344829640611288,-3.058282146449883
-7.407574837592138,4.262842669441729,-10.47745499755717,3.1392744054634854,2.1491213811030043
-8.677864001477714,6.156241225834945,-47.43589168730559,-0.31042927776356777,4.586217585082335
5.636667269529882,7.022904719390994,-57.413132188557654,4.343987906992284,4.22142928265076
2.3927990884167087,9.276593107622645,-37.66995525096724,-4.592994169971371,-7.967175667078624
1.5596649317078985,2.1945998492094807,-7.553598150338244,-4.973883229107981,-0.9381142533557796
-33.455552259982525,2.840511762485298,-0.5000907210352779,4.996828764259427,-4.938899739754289
0.7219720332061073,2.7669624253769602,-16.303188974591336,5.1298459433453045,-33.3149403195356
-4.23210968505985,-4.29924564611936,3.5338280932563615,-5.156812583431249,0.768027568731835
-10.587821027272101,1.3256686012992178,-3.518113366791577,0.4041226583763624,7.310774736720585
-1.8313222248192285,-2.7142931595651936,1.055257905190997,4.752479977487678,-5.187076580762031
-8.567703612163752,2.580388238042641,3.4033407386372247,-8.085743673896864,-5.078577370556406
6.764109495241733,0.6509276618709795,-7.636289813882189,4.0505940573233445,0.5804343168541415
-46.739124665539286,1.4479228277927305,3.3364513869855945,-8.49677079824347,4.282627166212177
-29.44647894561739,9.321409641751133,-34.615367798077585,-2.2898409343885646,9.604052803225585
-20.414037174743843,-5.693642350094778,-2.9291204897585814,1.6150314726854518,4.074059813019987
6.030749442332451,-12.306556858381139,1.371315643678674,-2.937166119665011,-12.669053971567795
-9.479091484023025,-4.89224486353261,-8.042513516434367,2.907643624937741,9.635358308116123
5.322278226207296,2.3049768421236707,-0.1039096642756272,-3.8105599116543116,-2.910270355311343
10.09534777548365,-4.730844009929561,-78.50074668813619,0.20590732545079504,-11.37656511119764
-34.890378768830075,-9.334409724448422,5.565839828377736,-3.4383452016826417,4.570777139932865
6.627130788810297,-2.3140072248256796,-5.568197571620318,1.5518650613759526,6.128881116189572
6.805482603290438,-1.5908715016947703,2.8090502155760015,-13.013014168907008,1.8777113999289183
4.8376647492242695,2.0702893456327853,-3.2678000600267927,4.88370309707492,-3.036251919240123
4.340393057578974,-29.462315578217844,4.926997502007762,2.12714847894905,0.1262638125152904
-56.23442220666745,-2.491929565022275,3.8095110654526128,-6.631038322384558,4.949099687680001
-31.934596096853845,-20.867376027129687,4.211509814318049,-42.32824779177129,-55.96133568131211
-18.752670631287696,-0.04477691259813099,3.4280690160084655,3.8057649628759633,-9.907179988290924
5.204407699626658,-9.497633822468462,0.9793580692533723,4.6216239812361986,-11.648753847764942
5.817275411249131,-30.501033260258268,5.509178052344788,-12.610414064523026,4.800018344287174
6.545143769109211,1.6900026283716478,-12.662582466283531,4.784152285196115,-2.7254380762892
-20.183629198755522,0.1335221323114979,3.570986639352162,5.842480976963146,-17.183257084735498
-3.0505785129591456,-7.780819245303911,-8.686575035365719,5.030088713226519,-19.917800016770734
-28.562466502547977,0.6931635259699469,5.927212526306047,4.421309702883291,-4.785095656319776
-6.993071478162775,2.344324714303415,-1.647661684220903,-7.125385888779111,0.8402120619860476
1.7995091804372687,-3.53630476080348,5.15650614752355,1.7310249555598687,2.3384144874169888
6.18973358143364,1.9573712606297056,4.130377259670175,3.6920601171683076,-19.150386781663777
6.20483658725976,2.4640005305683186,-15.223536178639687,1.8136307430560397,3.2931953517996315
6.021945075506185,1.379204773109202,1.8989971741174907,5.3711380148200245,-12.200467425070922
5.397403932156617,1.8875411724330569,4.881084864580422,3.137831579177315,-0.3384835593545983
-25.975119438311957,3.2522129407252125,1.2829514678231106,-27.154542267856463,12.123526883771435
5.685398631817172,-3.1234283229980746,2.937013883922425,-9.152600988239413,2.3164634944240934
0.44347885720055746,-15.879953290480348,6.356842889881277,4.0873583243322695,2.257042199317234
6.7596602820869105,2.633334515166988,-1.2593690191976383,-0.5099714168348033,-1.031632511673509
