Event ID,Attack Type,Start Time,End Time,Duration (Samples),Avg RSSI
1279,Evil Twin,177,177,1,-89.0
1281,Rogue SSID,3431,3431,1,-72.0
1283,Rogue SSID,279,279,1,-73.0
1285,Evil Twin,5605,5605,1,-81.0
1287,Evil Twin,804,804,1,-84.0
1289,Evil Twin,6288,6288,1,-78.0
1291,Rogue SSID,6470,6470,1,-67.0
1293,Evil Twin,6520,6520,1,-86.0
1295,Rogue SSID,6560,6560,1,-63.0
1297,Rogue SSID,7814,7814,1,-67.0
1298,Evil Twin,7892,7892,1,-67.0
1300,Evil Twin,8452,8452,1,-84.0
1302,Rogue SSID,8981,8981,1,-85.0
1304,Evil Twin,9662,9662,1,-84.0
1306,Evil Twin,10215,10215,1,-83.0
1308,Evil Twin,10685,10685,1,-84.0
1310,Rogue SSID,11323,11323,1,-81.0
1312,Evil Twin,267,267,1,-73.0
1314,Rogue SSID,831,831,1,-84.0
1316,Rogue SSID,6347,6347,1,-81.0
1318,Rogue SSID,6376,6376,1,-67.0
1320,Rogue SSID,6556,6556,1,-62.0
1322,Rogue SSID,6969,6969,1,-78.0
1324,Evil Twin,7039,7039,1,-79.0
1326,Rogue SSID,8340,8340,1,-49.0
1328,Evil Twin,9873,9873,1,-85.0
1330,Rogue SSID,10202,10202,1,-86.0
1332,Evil Twin,621,621,1,-61.0
1334,Rogue SSID,696,696,1,-55.0
1336,Evil Twin,977,977,1,-39.0
1338,Evil Twin,1287,1287,1,-65.0
1340,Evil Twin,1994,1994,1,-56.0
1342,Evil Twin,2961,2961,1,-57.0
1344,Rogue SSID,6551,6551,1,-59.0
1346,Evil Twin,5445,5445,1,-83.0
1348,Evil Twin,5639,5639,1,-84.0
1350,Evil Twin,344,344,1,-69.0
1352,Evil Twin,553,553,1,-53.0
1354,Evil Twin,632,632,1,-59.0
1355,Rogue SSID,656,656,1,-43.0
1357,Evil Twin,948,948,1,-58.0
1359,Evil Twin,1488,1488,1,-50.0
1361,Rogue SSID,1782,1782,1,-52.0
1363,Rogue SSID,2098,2098,1,-37.0
1365,Evil Twin,2585,2585,1,-50.0
1367,Rogue SSID,2791,2791,1,-43.0
1369,Evil Twin,4436,4436,1,-74.0
1371,Evil Twin,4804,4804,1,-78.0
1373,Evil Twin,5080,5080,1,-65.0
1375,Evil Twin,5204,5204,1,-79.0
1377,Evil Twin,5263,5263,1,-51.0
1379,Evil Twin,5290,5290,1,-79.0
1381,Evil Twin,5341,5341,1,-80.0
1383,Evil Twin,5677,5677,1,-73.0
1385,Rogue SSID,9262,9262,1,-89.0
1387,Rogue SSID,6382,6382,1,-69.0
1389,Evil Twin,6790,6790,1,-66.0
1391,Evil Twin,7021,7021,1,-60.0
1393,Evil Twin,8446,8446,1,-72.0
1395,Evil Twin,9032,9032,1,-81.0
1397,Evil Twin,10316,10316,1,-79.0
1399,Evil Twin,10648,10648,1,-77.0
1401,Evil Twin,92,92,1,-71.0
1403,Rogue SSID,214,214,1,-81.0
1405,Evil Twin,412,412,1,-66.0
1407,Evil Twin,746,746,1,-75.0
1409,Evil Twin,6416,6416,1,-68.0
1411,Rogue SSID,7112,7112,1,-63.0
1413,Evil Twin,7750,7750,1,-55.0
1415,Evil Twin,8364,8364,1,-69.0
1417,Rogue SSID,9925,9925,1,-72.0
1419,Rogue SSID,10107,10107,1,-73.0
1421,Evil Twin,10207,10207,1,-69.0
1423,Evil Twin,10503,10503,1,-66.0
1425,Evil Twin,11205,11205,1,-70.0
1427,Rogue SSID,8725,8725,1,-81.0
1429,Evil Twin,9036,9036,1,-76.0
1431,Rogue SSID,10282,10282,1,-78.0
1433,Rogue SSID,10702,10702,1,-74.0
1435,Evil Twin,10933,10933,1,-80.0
1437,Evil Twin,10961,10961,1,-76.0
1439,Evil Twin,11184,11184,1,-84.0
1441,Evil Twin,606,613,2,-58.0
1443,Evil Twin,6988,6988,1,-72.0
1445,Evil Twin,7121,7121,1,-54.0
1447,Evil Twin,7652,7652,1,-69.0
1449,Evil Twin,8211,8211,1,-61.0
1451,Rogue SSID,8781,8781,1,-76.0
1453,Evil Twin,9914,9914,1,-72.0
1455,Evil Twin,10064,10064,1,-59.0
1457,Evil Twin,10338,10338,1,-69.0
1459,Evil Twin,10472,10472,1,-64.0
1461,Rogue SSID,11269,11269,1,-74.0
1463,Evil Twin,11301,11301,1,-70.0
1465,Evil Twin,782,782,1,-50.0
1467,Evil Twin,8881,8881,1,-69.0
1469,Rogue SSID,10339,10339,1,-41.0
1471,Rogue SSID,10426,10426,1,-50.0
1473,Evil Twin,10463,10463,1,-50.0
1475,Evil Twin,10614,10614,1,-54.0
1477,Evil Twin,10660,10660,1,-50.0
1479,Evil Twin,10738,10738,1,-50.0
1481,Rogue SSID,11072,11072,1,-47.0
1483,Evil Twin,715,715,1,-78.0
1485,Evil Twin,828,828,1,-56.0
1487,Rogue SSID,6372,6372,1,-71.0
1489,Rogue SSID,7790,7790,1,-70.0
1491,Evil Twin,8199,8199,1,-69.0
1493,Rogue SSID,8215,8215,1,-52.0
1495,Rogue SSID,8429,8429,1,-60.0
1497,Evil Twin,8584,8584,1,-73.0
1499,Rogue SSID,8794,8794,1,-85.0
1501,Rogue SSID,9301,9301,1,-76.0
1503,Evil Twin,9884,9884,1,-66.0
1505,Evil Twin,10036,10036,1,-63.0
1507,Evil Twin,10251,10251,1,-42.0
1509,Evil Twin,10403,10403,1,-58.0
1511,Evil Twin,10182,10182,1,-77.0
1513,Evil Twin,202,202,1,-73.0
1515,Evil Twin,386,386,1,-65.0
1517,Evil Twin,881,881,1,-61.0
1519,Evil Twin,894,894,1,-69.0
1521,Rogue SSID,2200,2200,1,-66.0
1523,Rogue SSID,2386,2386,1,-75.0
1525,Evil Twin,2654,2654,1,-73.0
1527,Evil Twin,2871,2871,1,-72.0
1529,Evil Twin,2998,2998,1,-67.0
1531,Evil Twin,6766,6766,1,-85.0
1533,Rogue SSID,7803,7803,1,-60.0
1535,Evil Twin,8409,8409,1,-83.0
1537,Evil Twin,8727,8727,1,-53.0
1539,Rogue SSID,8929,8929,1,-56.0
1541,Evil Twin,9593,9593,1,-38.0
1543,Evil Twin,9838,9838,1,-73.0
1545,Evil Twin,10200,10200,1,-59.0
1547,Rogue SSID,10252,10252,1,-59.0
1549,Rogue SSID,10335,10335,1,-70.0
1551,Evil Twin,6331,6336,2,-61.0
1553,Rogue SSID,6897,6897,1,-64.0
1555,Evil Twin,6964,6964,1,-60.0
1557,Rogue SSID,7142,7142,1,-72.0
1559,Rogue SSID,7296,7296,1,-66.0
1561,Evil Twin,11158,11158,1,-70.0
1563,Rogue SSID,508,508,1,-61.0
1565,Evil Twin,611,611,1,-58.0
1567,Rogue SSID,6594,6594,1,-68.0
1569,Rogue SSID,6861,6861,1,-54.0
1571,Distributional Outlier,7154,8079,60,-69.4
1573,Rogue SSID,8153,8153,1,-69.0
1575,Rogue SSID,8536,8536,1,-62.0
1577,Evil Twin,10267,10267,1,-72.0
1579,Evil Twin,10823,10823,1,-65.0
1581,Rogue SSID,11030,11030,1,-64.0
1583,Rogue SSID,6436,6436,1,-64.0
1585,Rogue SSID,6489,6489,1,-57.0
1587,Evil Twin,8377,8377,1,-62.0
1589,Evil Twin,9853,9853,1,-78.0
1591,Evil Twin,10455,10455,1,-75.0
1593,Evil Twin,10662,10662,1,-69.0
1595,Evil Twin,36,36,1,-53.0
1597,Evil Twin,198,198,1,-80.0
1599,Rogue SSID,559,559,1,-49.0
1600,Evil Twin,568,568,1,-80.0
1602,Evil Twin,812,812,1,-72.0
1603,Rogue SSID,832,832,1,-61.0
1605,Evil Twin,1122,1122,1,-71.0
1607,Evil Twin,1495,1495,1,-79.0
1609,Rogue SSID,3017,3024,2,-44.5
1611,Evil Twin,4975,4975,1,-82.0
1613,Rogue SSID,6619,6619,1,-64.0
1615,Evil Twin,8294,8294,1,-47.0
1617,Evil Twin,9870,9870,1,-66.0
1619,Evil Twin,10757,10757,1,-60.0
1621,Evil Twin,6741,6741,1,-33.0
1623,Rogue SSID,7607,7607,1,-42.0
1625,Evil Twin,7651,7659,2,-48.5
1627,Evil Twin,8057,8057,1,-43.0
1629,Evil Twin,8117,8117,1,-39.0
1631,Evil Twin,8265,8265,1,-47.0
1633,Rogue SSID,8310,8310,1,-51.0
1635,Evil Twin,9955,9955,1,-59.0
1637,Rogue SSID,6541,6541,1,-39.0
1639,Evil Twin,6637,6637,1,-40.0
1641,Evil Twin,7017,7019,2,-41.0
1643,Evil Twin,8455,8455,1,-47.0
1645,Evil Twin,8606,8606,1,-41.0
1647,Rogue SSID,9851,9851,1,-59.0
1649,Evil Twin,801,801,1,-83.0
1651,Evil Twin,10390,10390,1,-82.0
1653,Evil Twin,6449,6449,1,-45.0
1655,Rogue SSID,6543,6543,1,-54.0
1657,Evil Twin,6610,6610,1,-52.0
1659,Evil Twin,6930,6930,1,-41.0
1661,Evil Twin,7252,7252,1,-39.0
1663,Distributional Outlier,7559,10738,144,-58.3
1665,Evil Twin,9950,9950,1,-72.0
1667,Evil Twin,136,136,1,-44.0
1669,Rogue SSID,1633,1633,1,-60.0
1671,Rogue SSID,1754,1754,1,-58.0
1673,Rogue SSID,2210,2210,1,-57.0
1675,Evil Twin,2343,2343,1,-53.0
1677,Evil Twin,2368,2368,1,-52.0
1679,Evil Twin,4670,4670,1,-92.0
1681,Rogue SSID,179,179,1,-83.0
1683,Evil Twin,424,424,1,-64.0
1685,Evil Twin,683,683,1,-83.0
1687,Rogue SSID,854,854,1,-81.0
1689,Evil Twin,1271,1271,1,-48.0
1691,Evil Twin,1340,1340,1,-63.0
1693,Evil Twin,1395,1395,1,-67.0
1695,Rogue SSID,1769,1769,1,-81.0
1696,Evil Twin,1770,1772,2,-71.5
1698,Evil Twin,2112,2112,1,-68.0
1700,Evil Twin,2246,2246,1,-69.0
1701,Rogue SSID,2256,2256,1,-70.0
1703,Evil Twin,4365,4365,1,-91.0
1705,Evil Twin,5010,5010,1,-86.0
1707,Rogue SSID,9973,9973,1,-65.0
1709,Evil Twin,11296,11296,1,-67.0
1711,Evil Twin,9813,9813,1,-57.0
1713,Evil Twin,10954,10954,1,-73.0
1715,Rogue SSID,11011,11011,1,-55.0
1717,Evil Twin,535,535,1,-35.0
1719,Rogue SSID,561,561,1,-58.0
1721,Evil Twin,619,619,1,-72.0
1723,Rogue SSID,7135,7135,1,-70.0
1725,Evil Twin,7850,7850,1,-59.0
1727,Evil Twin,8338,8338,1,-57.0
1729,Evil Twin,10351,10351,1,-51.0
1731,Rogue SSID,9947,9947,1,-74.0
1733,Rogue SSID,10132,10132,1,-70.0
1735,Distributional Outlier,522,6649,25,-98.3
1737,Rogue SSID,7012,7012,1,-86.0
1739,Evil Twin,7243,7243,1,-90.0
1741,Evil Twin,9209,9209,1,-83.0
1743,Rogue SSID,567,567,1,-63.0
1745,Rogue SSID,629,629,1,-51.0
1747,Evil Twin,6625,6625,1,-63.0
1749,Evil Twin,6695,6695,1,-59.0
1751,Evil Twin,7440,7440,1,-63.0
1753,Evil Twin,7955,7955,1,-63.0
1755,Rogue SSID,8548,8548,1,-64.0
1757,Evil Twin,9337,9337,1,-74.0
1759,Evil Twin,9885,9885,1,-45.0
1761,Evil Twin,10586,10586,1,-61.0
1763,Evil Twin,609,609,1,-57.0
1765,Rogue SSID,997,997,1,-70.0
1767,Rogue SSID,1067,1067,1,-73.0
1769,Evil Twin,1374,1374,1,-69.0
1771,Evil Twin,2295,2295,1,-49.0
1773,Rogue SSID,2426,2426,1,-47.0
1775,Evil Twin,2950,2950,1,-49.0
1777,Evil Twin,4619,4619,1,-78.0
1779,Evil Twin,10820,10820,1,-86.0
1781,Rogue SSID,652,652,1,-85.0
1783,Rogue SSID,6353,6353,1,-84.0
1785,Rogue SSID,6772,6782,2,-69.5
1787,Evil Twin,6910,6910,1,-83.0
1789,Evil Twin,7068,7068,1,-75.0
1791,Rogue SSID,7407,7407,1,-83.0
1793,Rogue SSID,7621,7621,1,-77.0
1795,Rogue SSID,7913,7913,1,-84.0
1797,Evil Twin,8250,8250,1,-70.0
1799,Evil Twin,557,557,1,-66.0
1801,Evil Twin,6437,6437,1,-63.0
1803,Evil Twin,6502,6502,1,-39.0
1805,Evil Twin,7821,7821,1,-51.0
1807,Evil Twin,8148,8148,1,-73.0
1809,Evil Twin,8193,8209,2,-53.0
1811,Rogue SSID,8559,8559,1,-73.0
1813,Rogue SSID,10189,10189,1,-64.0
1815,Evil Twin,10500,10500,1,-64.0
1817,Evil Twin,10972,10972,1,-55.0
1819,Evil Twin,11232,11261,2,-53.5
1821,Evil Twin,501,501,1,-58.0
1823,Evil Twin,579,579,1,-56.0
1825,Evil Twin,6439,6439,1,-49.0
1827,Evil Twin,6907,6907,1,-56.0
1829,Rogue SSID,7145,7145,1,-56.0
1831,Evil Twin,7554,7554,1,-45.0
1833,Rogue SSID,7929,7929,1,-63.0
1835,Evil Twin,8028,8028,1,-45.0
1837,Evil Twin,8190,8190,1,-38.0
1839,Evil Twin,8252,8252,1,-54.0
1841,Evil Twin,7178,7178,1,-88.0
1843,Evil Twin,10153,10153,1,-80.0
1845,Evil Twin,10487,10487,1,-86.0
1847,Rogue SSID,10906,10906,1,-83.0
1849,Evil Twin,786,786,1,-62.0
1851,Rogue SSID,6635,6635,1,-61.0
1853,Evil Twin,7433,7433,1,-42.0
1855,Rogue SSID,7664,7664,1,-53.0
1857,Rogue SSID,8308,8308,1,-83.0
1859,Evil Twin,9884,9884,1,-55.0
1861,Evil Twin,10855,10855,1,-66.0
1863,Evil Twin,10975,10975,1,-54.0
1865,Evil Twin,6510,6510,1,-62.0
1867,Evil Twin,7056,7056,1,-62.0
1869,Rogue SSID,7102,7102,1,-66.0
1871,Evil Twin,7211,7211,1,-66.0
1873,Rogue SSID,7582,7582,1,-68.0
1875,Rogue SSID,7822,7822,1,-71.0
1877,Evil Twin,8581,8581,1,-75.0
1879,Evil Twin,10146,10146,1,-72.0
1881,Rogue SSID,11213,11213,1,-58.0
1883,Rogue SSID,6322,6322,1,-56.0
1885,Evil Twin,6516,6516,1,-58.0
1887,Evil Twin,6635,6635,1,-60.0
1889,Evil Twin,6740,6740,1,-62.0
1891,Evil Twin,6993,6993,1,-71.0
1893,Evil Twin,7465,7465,1,-63.0
1895,Rogue SSID,7979,7979,1,-64.0
1897,Rogue SSID,8027,8027,1,-63.0
1899,Rogue SSID,8068,8068,1,-56.0
1901,Evil Twin,9868,9868,1,-88.0
1903,Rogue SSID,10222,10222,1,-81.0
1905,Evil Twin,10558,10558,1,-83.0
1907,Evil Twin,10816,10816,1,-80.0
1909,Evil Twin,152,152,1,-37.0
1911,Evil Twin,209,209,1,-45.0
1913,Evil Twin,591,591,1,-57.0
1915,Rogue SSID,711,711,1,-48.0
1917,Rogue SSID,893,893,1,-39.0
1919,Rogue SSID,1332,1332,1,-41.0
1921,Evil Twin,1358,1358,1,-76.0
1923,Evil Twin,2666,2666,1,-57.0
1925,Evil Twin,2720,2720,1,-49.0
1927,Evil Twin,2828,2828,1,-48.0
1929,Evil Twin,3017,3017,1,-51.0
1931,Rogue SSID,3088,3088,1,-58.0
1933,Evil Twin,4576,4576,1,-86.0
1935,Rogue SSID,540,540,1,-57.0
1937,Evil Twin,564,564,1,-58.0
1939,Evil Twin,6272,6272,1,-60.0
1941,Evil Twin,6395,6395,1,-37.0
1943,Rogue SSID,6482,6482,1,-36.0
1945,Evil Twin,6967,6967,1,-49.0
1947,Evil Twin,7221,7221,1,-56.0
1949,Evil Twin,7538,7538,1,-63.0
1951,Evil Twin,7571,7571,1,-46.0
1953,Evil Twin,7632,7632,1,-63.0
1955,Evil Twin,7914,7914,1,-70.0
1957,Evil Twin,7956,7956,1,-56.0
1959,Evil Twin,8009,8009,1,-66.0
1961,Evil Twin,8551,8551,1,-65.0
1963,Evil Twin,9877,9877,1,-70.0
1965,Evil Twin,10844,10844,1,-68.0
1967,Rogue SSID,659,659,1,-59.0
1969,Evil Twin,7827,7827,1,-45.0
1971,Evil Twin,7924,7924,1,-64.0
1973,Evil Twin,8417,8417,1,-59.0
1975,Evil Twin,8478,8478,1,-64.0
1977,Evil Twin,11287,11287,1,-69.0
1979,Rogue SSID,10318,10318,1,-80.0
1981,Evil Twin,10733,10733,1,-82.0
1983,Evil Twin,10189,10189,1,-86.0
1985,Evil Twin,6783,6783,1,-44.0
1987,Rogue SSID,7629,7629,1,-35.0
1989,Evil Twin,7666,7666,1,-53.0
1991,Evil Twin,7850,7850,1,-49.0
1993,Evil Twin,7863,7863,1,-35.0
1995,Evil Twin,10612,10612,1,-84.0
1997,Evil Twin,297,297,1,-85.0
1999,Evil Twin,1103,1103,1,-74.0
2001,Rogue SSID,1608,1608,1,-70.0
2003,Evil Twin,1927,1927,1,-41.0
2005,Rogue SSID,2063,2063,1,-58.0
2007,Evil Twin,2206,2206,1,-54.0
2009,Evil Twin,2777,2777,1,-71.0
2011,Evil Twin,3018,3018,1,-66.0
2013,Rogue SSID,5010,5010,1,-90.0
2015,Evil Twin,5262,5262,1,-94.0
2017,Rogue SSID,7398,7398,1,-64.0
2019,Evil Twin,7562,7562,1,-63.0
2021,Rogue SSID,6524,6524,1,-64.0
2023,Rogue SSID,7453,7453,1,-79.0
2025,Evil Twin,7762,7762,1,-83.0
2027,Evil Twin,7364,7364,1,-84.0
2029,Evil Twin,36,36,1,-74.0
2031,Rogue SSID,132,132,1,-65.0
2033,Evil Twin,224,224,1,-81.0
2035,Evil Twin,262,262,1,-49.0
2037,Evil Twin,911,911,1,-75.0
2039,Evil Twin,992,992,1,-46.0
2041,Evil Twin,1249,1249,1,-69.0
2043,Evil Twin,1437,1437,1,-58.0
2045,Evil Twin,2875,2875,1,-84.0
2047,Rogue SSID,156,156,1,-78.0
2049,Rogue SSID,1501,1501,1,-75.0
2051,Evil Twin,113,113,1,-81.0
2053,Evil Twin,247,247,1,-79.0
2055,Rogue SSID,1795,1795,1,-72.0
2057,Rogue SSID,1804,1804,1,-72.0
2059,Rogue SSID,2323,2323,1,-72.0
2061,Rogue SSID,2558,2558,1,-72.0
2063,Evil Twin,2626,2626,1,-73.0
2065,Rogue SSID,2812,2812,1,-73.0
2067,Rogue SSID,2865,2865,1,-73.0
2069,Evil Twin,4388,4388,1,-93.0
2071,Evil Twin,4773,4773,1,-83.0
2073,Evil Twin,9897,9897,1,-79.0
2075,Evil Twin,10345,10345,1,-80.0
2077,Evil Twin,811,811,1,-64.0
2079,Evil Twin,988,988,1,-67.0
2081,Evil Twin,1498,1498,1,-65.0
2083,Evil Twin,2190,2190,1,-79.0
2085,Rogue SSID,2752,2752,1,-78.0
2087,Rogue SSID,5117,5117,1,-95.0
2089,Evil Twin,601,601,1,-91.0
2091,Evil Twin,737,737,1,-80.0
2093,Rogue SSID,810,810,1,-71.0
2095,Evil Twin,834,834,1,-82.0
2096,Rogue SSID,839,839,1,-78.0
2098,Evil Twin,2556,2556,1,-69.0
2100,Evil Twin,2648,2648,1,-61.0
2102,Evil Twin,3081,3081,1,-67.0
2104,Rogue SSID,4122,4122,1,-54.0
2106,Evil Twin,4366,4366,1,-60.0
2108,Evil Twin,4382,4382,1,-64.0
2110,Rogue SSID,4459,4459,1,-58.0
2112,Evil Twin,4546,4546,1,-56.0
2114,Evil Twin,4631,4631,1,-69.0
2116,Evil Twin,4936,4936,1,-71.0
2118,Evil Twin,5198,5198,1,-66.0
2120,Evil Twin,8889,8889,1,-54.0
2122,Rogue SSID,8914,8914,1,-38.0
2124,Evil Twin,10184,10184,1,-72.0
2126,Evil Twin,10591,10591,1,-66.0
2128,Rogue SSID,10635,10635,1,-77.0
2130,Evil Twin,10752,10752,1,-66.0
2132,Evil Twin,11057,11057,1,-81.0
2134,Evil Twin,90,90,1,-56.0
2136,Rogue SSID,479,479,1,-47.0
2138,Evil Twin,870,870,1,-56.0
2140,Rogue SSID,1065,1065,1,-56.0
2142,Evil Twin,1321,1321,1,-68.0
2144,Rogue SSID,1725,1725,1,-73.0
2146,Rogue SSID,2070,2070,1,-68.0
2148,Evil Twin,2414,2414,1,-59.0
2150,Evil Twin,4862,4862,1,-79.0
2152,Evil Twin,168,168,1,-59.0
2154,Rogue SSID,220,220,1,-50.0
2156,Evil Twin,1314,1314,1,-72.0
2158,Evil Twin,2023,2023,1,-71.0
2160,Evil Twin,23,23,1,-90.0
2162,Evil Twin,275,275,1,-50.0
2164,Rogue SSID,713,713,1,-53.0
2166,Evil Twin,1813,1813,1,-68.0
2168,Rogue SSID,4865,4865,1,-57.0
2170,Evil Twin,5366,5366,1,-30.0
2172,Rogue SSID,5402,5402,1,-44.0
2174,Rogue SSID,5480,5480,1,-48.0
2176,Evil Twin,5702,5702,1,-41.0
2178,Evil Twin,6047,6047,1,-50.0
2180,Rogue SSID,6257,6257,1,-38.0
2182,Evil Twin,8747,8747,1,-28.0
2184,Rogue SSID,9740,9740,1,-38.0
2186,Rogue SSID,10208,10208,1,-64.0
2188,Evil Twin,10445,10445,1,-66.0
2190,Rogue SSID,238,238,1,-89.0
2192,Evil Twin,440,440,1,-77.0
2194,Rogue SSID,854,854,1,-91.0
2196,Rogue SSID,891,891,1,-81.0
2198,Evil Twin,1803,1803,1,-66.0
2200,Evil Twin,2218,2218,1,-69.0
2202,Rogue SSID,2608,2608,1,-69.0
2204,Rogue SSID,2856,2856,1,-70.0
2206,Rogue SSID,3020,3020,1,-69.0
2208,Rogue SSID,4116,4116,1,-65.0
2210,Evil Twin,4184,4184,1,-90.0
2212,Evil Twin,4229,4229,1,-76.0
2214,Evil Twin,4268,4268,1,-71.0
2216,Evil Twin,4902,4902,1,-94.0
2218,Evil Twin,191,191,1,-77.0
2220,Evil Twin,241,241,1,-90.0
2222,Evil Twin,4550,4550,1,-76.0
2224,Rogue SSID,4964,4964,1,-47.0
2226,Evil Twin,59,59,1,-76.0
2228,Evil Twin,63,63,1,-83.0
2230,Rogue SSID,247,247,1,-69.0
2232,Rogue SSID,388,388,1,-83.0
2234,Rogue SSID,771,771,1,-81.0
2236,Evil Twin,1210,1210,1,-72.0
2238,Evil Twin,1510,1510,1,-78.0
2240,Evil Twin,2114,2114,1,-66.0
2242,Evil Twin,2317,2317,1,-43.0
2244,Rogue SSID,2422,2422,1,-38.0
2246,Evil Twin,4750,4750,1,-92.0
2248,Evil Twin,9903,9903,1,-87.0
2250,Rogue SSID,132,132,1,-81.0
2252,Rogue SSID,1233,1233,1,-87.0
2254,Rogue SSID,243,243,1,-86.0
2256,Rogue SSID,1325,1325,1,-83.0
2258,Evil Twin,1919,1919,1,-53.0
2260,Evil Twin,2168,2168,1,-69.0
2262,Evil Twin,2218,2218,1,-69.0
2264,Evil Twin,2618,2618,1,-80.0
2266,Rogue SSID,352,352,1,-41.0
2268,Evil Twin,3703,3703,1,-43.0
2270,Rogue SSID,4781,4781,1,-59.0
2272,Evil Twin,4986,4986,1,-52.0
2274,Rogue SSID,5047,5047,1,-54.0
2276,Evil Twin,5152,5152,1,-51.0
2278,Evil Twin,5574,5574,1,-46.0
2280,Rogue SSID,5940,5940,1,-29.0
2282,Evil Twin,8706,8706,1,-33.0
2284,Evil Twin,8855,8855,1,-59.0
2286,Evil Twin,9000,9000,1,-52.0
2288,Rogue SSID,9250,9250,1,-33.0
2290,Evil Twin,9486,9486,1,-49.0
2292,Evil Twin,9754,9754,1,-55.0
2294,Evil Twin,10012,10012,1,-70.0
2296,Evil Twin,612,612,1,-89.0
2298,Evil Twin,331,331,1,-83.0
2300,Evil Twin,714,714,1,-92.0
2302,Evil Twin,3355,3355,1,-45.0
2304,Rogue SSID,4666,4666,1,-62.0
2306,Evil Twin,4767,4767,1,-66.0
2308,Rogue SSID,4878,4878,1,-51.0
2310,Evil Twin,4961,4961,1,-61.0
2312,Evil Twin,5235,5235,1,-50.0
2314,Evil Twin,6,6,1,-87.0
2316,Evil Twin,319,319,1,-55.0
2318,Rogue SSID,702,702,1,-56.0
2320,Rogue SSID,2538,2538,1,-69.0
2322,Evil Twin,2576,2576,1,-71.0
2324,Evil Twin,2886,2886,1,-64.0
2326,Rogue SSID,2947,2947,1,-44.0
2328,Evil Twin,3013,3013,1,-70.0
2330,Rogue SSID,3858,3858,1,-53.0
2332,Evil Twin,3875,3875,1,-64.0
2334,Evil Twin,4734,4734,1,-71.0
2336,Evil Twin,4948,4948,1,-66.0
2338,Evil Twin,5001,5001,1,-74.0
2340,Evil Twin,5054,5054,1,-60.0
2342,Evil Twin,9531,9531,1,-47.0
2344,Rogue SSID,9729,9729,1,-61.0
2346,Evil Twin,9748,9748,1,-49.0
2348,Evil Twin,9818,9818,1,-72.0
2350,Evil Twin,9860,9860,1,-74.0
2352,Evil Twin,10067,10067,1,-79.0
2354,Rogue SSID,10304,10304,1,-58.0
2356,Evil Twin,10418,10418,1,-71.0
2358,Evil Twin,11038,11038,1,-67.0
2360,Evil Twin,11264,11264,1,-81.0
2362,Evil Twin,502,502,1,-69.0
2364,Rogue SSID,870,870,1,-81.0
2366,Evil Twin,1767,1767,1,-73.0
2368,Rogue SSID,2659,2659,1,-73.0
2370,Rogue SSID,918,918,1,-87.0
2372,Rogue SSID,32,32,1,-74.0
2374,Evil Twin,494,494,1,-85.0
2376,Evil Twin,816,816,1,-72.0
2378,Rogue SSID,629,629,1,-79.0
2380,Evil Twin,174,174,1,-62.0
2382,Evil Twin,195,195,1,-78.0
2384,Evil Twin,325,325,1,-76.0
2386,Evil Twin,988,988,1,-79.0
2388,Rogue SSID,1265,1265,1,-78.0
2390,Rogue SSID,1726,1726,1,-71.0
2392,Evil Twin,2012,2012,1,-69.0
2394,Evil Twin,2124,2124,1,-59.0
2396,Evil Twin,2192,2192,1,-81.0
2398,Evil Twin,3073,3073,1,-64.0
2400,Evil Twin,4016,4016,1,-85.0
2402,Rogue SSID,4274,4274,1,-88.0
2404,Evil Twin,5274,5274,1,-87.0
2406,Rogue SSID,107,107,1,-60.0
2408,Rogue SSID,173,173,1,-76.0
2410,Rogue SSID,196,196,1,-54.0
2412,Rogue SSID,311,311,1,-74.0
2414,Rogue SSID,645,645,1,-83.0
2416,Evil Twin,792,792,1,-88.0
2418,Rogue SSID,1892,1892,1,-46.0
2420,Evil Twin,2016,2016,1,-59.0
2422,Evil Twin,2029,2029,1,-37.0
2424,Rogue SSID,2162,2162,1,-45.0
2426,Rogue SSID,3032,3032,1,-35.0
2428,Evil Twin,4375,4375,1,-79.0
2430,Rogue SSID,4419,4419,1,-79.0
2432,Rogue SSID,5115,5115,1,-54.0
2434,Evil Twin,181,181,1,-90.0
2436,Evil Twin,306,306,1,-85.0
2438,Evil Twin,1343,1343,1,-73.0
2440,Evil Twin,2778,2778,1,-58.0
2442,Rogue SSID,68,68,1,-91.0
2444,Evil Twin,638,638,1,-84.0
2446,Evil Twin,2276,2276,1,-79.0
2448,Evil Twin,2421,2421,1,-81.0
2450,Rogue SSID,2367,2367,1,-73.0
2452,Evil Twin,3013,3013,1,-72.0
2454,Rogue SSID,10803,10803,1,-88.0
2456,Rogue SSID,428,428,1,-48.0
2458,Evil Twin,3141,3141,1,-45.0
2460,Rogue SSID,3567,3612,2,-47.0
2462,Evil Twin,4137,4137,1,-62.0
2464,Evil Twin,4250,4250,1,-68.0
2466,Evil Twin,4321,4321,1,-75.0
2468,Rogue SSID,4569,4569,1,-73.0
2470,Rogue SSID,9607,9607,1,-69.0
2472,Evil Twin,809,809,1,-88.0
2474,Evil Twin,26,26,1,-73.0
2476,Evil Twin,436,436,1,-32.0
2478,Evil Twin,782,782,1,-61.0
2480,Evil Twin,3222,3222,1,-51.0
2482,Rogue SSID,3230,3230,1,-48.0
2484,Rogue SSID,3259,3259,1,-46.0
2486,Evil Twin,3346,3346,1,-47.0
2488,Evil Twin,3992,4010,2,-64.0
